Место;Название;Начало;Конец;Адрес;Возраст
1. Алтайский государственный краеведческий музей.; Открытие Всероссийской акции «Ночь музеев2022».;19:00;21:00;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Мастеркласс «Он красив на виднопредставьтеядовит» по изготовлению ландыша из фоамирана.;19:00;19:40;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Мастеркласс «Ожившая игрушка» в стиле «Богородская игрушка».;19:00;20:00;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Мастеркласс «Ожившая игрушка» в стиле «Богородская игрушка».;21:30;22:30;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Мастеркласс «Птичкилистикицветочки»  по домовой росписи от народного мастера Алтайского края Е.Леонтьевой.;19:00;21:00;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Мастеркласс «Шумелкамышь» по плетению из рогоза от народного мастера Алтайского края В.Волеговой.;19:00;21:00;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; «ИГРОВЕСТ.Играем в настольную игру «Аналитикисследователь» (версии истории Колыванской вазы). ;20:00;20:40;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Интерактивная программа «Из России с любовью» по сборкеразборке автомата Калашникова.;20:30;21:00;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Музейная программа «Я REставратор».;21:30;22:00;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Игра в бирюльки для взрослых и детей.;21:30;22:00;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Настольная историческая игра «Хнефатафл» для взрослых и детей.;22:00;22:30;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Настольная историческая игра «Хнефатафл» для взрослых и детей.;0:30;1:00;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Познавательная программа «Заповедные озера Алтайского края» от клуба «Умная игротека» и национального парка «Салаир».;22:00;23:00;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Викторина «Уралосибирский компот».;22:30;23:00;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Викторина «Уралосибирский компот».;23:30;0:00;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Мастеркласс «Дедушка Носкоff» по накручиванию портянок.;22:30;23:00;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Квест «КоляВаня в Колывани».;23:00;23:20;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Мастеркласс «Штрихмазоквозник цветок» по созданию сувенира с урало-сибирской росписью.;23:00;0:00;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Мастеркласс «В них растворились краски звёзд» по изготовлению цветов из гофрированной бумаги.;23:00;0:00;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Миниэкскурсия «Шанель».;23:30;0:00;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Миниэкскурсия «Вода камень точит».;0:00;0:20;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Миниэкскурсия «Вода камень точит».;1:00;1:20;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Музейная программа «Анатомия тысячелетней патины».;0:30;1:00;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Миниэкскурсия «Есть у Алтая морские границы».;1:00;1:30;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Интерактивная программа «Улица широкая» (с участием студии народного пения «Пава» и фольклорного ансамбля «Голубеня» ООАК «Центр русской традиционной культуры «Утешная канарейка»).;19:00;19:40;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Показательные выступления центра фехтования «Sabre» с мастерклассом.;20:00;21:00;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Музейная программа «Сладости для радости: эндорфин побарнаульски».;19:00;19:20;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Музейная программа «Сладости для радости: эндорфин побарнаульски».;22:30;23:00;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Миниэкскурсия «В поисках сладкоежки» для детей с родителями.;19:00;19:20;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Мастеркласс «Традиционное ручное ткачество».;19:00;20:00;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Интерактивная программа «От народной игрушки до современных гаджетов» студии инженериипрограммированияробототехники и 3Dмоделирования «STEMцентр».;19:00;21:00;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Ходилкабродилка «Жилбыл купец» для юных посетителей.;19:00;22:00;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Квест по музею «Музейная круговерть».;19:00;1:00;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Квест по музею «В поисках затерянного послания».;19:00;1:00;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Познавательная программа «Менделеев на Алтае».;19:30;19:50;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Миниэкскурсия «Тайные послания из прошлого: знаки и образы в археологии».;20:00;20:20;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Миниэкскурсия «В гостях у купца Зубова».;20:00;20:30;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Викторина «Алтайские ТОПонимы».;20:00;20:30;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Викторина «Алтайские ТОПонимы».;23:00;23:30;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Мастеркласс «Традиционная тряпичная куклаДесятиручка».;20:00;21:00;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Миниэкскурсия «ФОКУС: Глядимно не видим».;21:00;21:20;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Миниэкскурсия «Два поршня и котел».;21:00;21:20;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Мастеркласс «Калужская узловая» по изготовлению тряпичной куклы от мастера народной куклы Е.Вольф.;21:00;22:00;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Музейная программа «ВГТРК в музее: по ту сторону камеры».;21:30;22:00;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Миниэкскурсия «Война и мир кочевников Алтая».;22:00;22:20;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Миниэкскурсия «Война и мир кочевников Алтая».;0:00;0:20;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Миниэкскурсия «Рельсы-рельсышпалы-шпалы».;22:00;22:20;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Миниэкскурсия «Рельсы-рельсышпалы-шпалы».;0:00;0:20;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Миниэкскурсия «Просыпается мир на заре».;23:00;23:20;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Мастеркласс «Фенькоплёт» по изготовлению тканой фенечки.;23:30;0:30;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Миниэкскурсия «Кваслимонад и не только…».;0:00;0:30;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Стрельба из луков и арбалетов (ул.Ползунова46а).;17:00;23:00;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
1. Алтайский государственный краеведческий музей.; Фотовидеосъёмка в залах музея.;19:00;2:00;г.Барнаул,пр.Красноармейский,28,ул.Ползунова,39.;6
2. Государственный художественный музей Алтайского края.; Стритартперформанс от Насти Petra.;19:00;22:00;г.Барнаул,ул.Советская,28 (пересечение ул.Советская-пл.Октября).;6
2. Государственный художественный музей Алтайского края.; Маркет у музея.Продажа изделий локальных брендовбарнаульских мастеровхудожников и иллюстраторов.;19:00;22:00;г.Барнаул,ул.Советская,28 (пересечение ул.Советская-пл.Октября).;6
2. Государственный художественный музей Алтайского края.; Кофейная станция от «RENOIR COFFEE».;19:00;22:00;г.Барнаул,ул.Советская,28 (пересечение ул.Советская-пл.Октября).;6
2. Государственный художественный музей Алтайского края.; Выставка «Сделано в России» из фондов музея.;19:00;2:00;г.Барнаул,ул.Советская,28 (пересечение ул.Советская-пл.Октября).;6
2. Государственный художественный музей Алтайского края.; Выставка «Сказка» из фондов музея.;19:00;2:00;г.Барнаул,ул.Советская,28 (пересечение ул.Советская-пл.Октября).;6
2. Государственный художественный музей Алтайского края.; Выставка «Наши ветераны» из фондов музея и семейных коллекций.;19:00;2:00;г.Барнаул,ул.Советская,28 (пересечение ул.Советская-пл.Октября).;6
2. Государственный художественный музей Алтайского края.; Минивыставка «Тканые письмена» из фондов музеяк Году культурного наследия народов России.;19:00;2:00;г.Барнаул,ул.Советская,28 (пересечение ул.Советская-пл.Октября).;6
2. Государственный художественный музей Алтайского края.; Выставка «Секреты старинных книг» из фондов музея.;19:00;2:00;г.Барнаул,ул.Советская,28 (пересечение ул.Советская-пл.Октября).;6
2. Государственный художественный музей Алтайского края.; Выставка «Притяжение города» Д.Октября.;19:00;2:00;г.Барнаул,ул.Советская,28 (пересечение ул.Советская-пл.Октября).;6
2. Государственный художественный музей Алтайского края.; Выставка «50x50» Р.Рыбальченко.;19:00;2:00;г.Барнаул,ул.Советская,28 (пересечение ул.Советская-пл.Октября).;6
2. Государственный художественный музей Алтайского края.; «Фотосушка «С наспортретс васпейзаж».;19:00;22:00;г.Барнаул,ул.Советская,28 (пересечение ул.Советская-пл.Октября).;6
2. Государственный художественный музей Алтайского края.; Дегустация безалкогольных напитков Барнаульского пивоваренного завода.;20:00;22:00;г.Барнаул,ул.Советская,28 (пересечение ул.Советская-пл.Октября).;6
2. Государственный художественный музей Алтайского края.; Мастеркласс «Черным по белому» Д.Октября.;20:00;21:00;г.Барнаул,ул.Советская,28 (пересечение ул.Советская-пл.Октября).;6
2. Государственный художественный музей Алтайского края.; Мастерклассы «И под пивои под чай» по росписи бирдекелей на основе традиционных стилей.;19:00;20:30;г.Барнаул,ул.Советская,28 (пересечение ул.Советская-пл.Октября).;6
2. Государственный художественный музей Алтайского края.; Мастеркласс «Чичковские коврики» от семейной мастерской Калашниковых.;20:30;0:00;г.Барнаул,ул.Советская,28 (пересечение ул.Советская-пл.Октября).;6
2. Государственный художественный музей Алтайского края.; Мастеркласс «Под покровом» по повязыванию женского головного убора.;21:30;22:30;г.Барнаул,ул.Советская,28 (пересечение ул.Советская-пл.Октября).;6
2. Государственный художественный музей Алтайского края.; Мастеркласс «Мой шелковый поясок» по плетению поясочка «на пальцах».;21:30;22:30;г.Барнаул,ул.Советская,28 (пересечение ул.Советская-пл.Октября).;6
2. Государственный художественный музей Алтайского края.; Мастерклассы «И под пивои под чай» по росписи бирдекелей на основе традиционных стилей.;23:30;24:00:00;г.Барнаул,ул.Советская,28 (пересечение ул.Советская-пл.Октября).;6
2. Государственный художественный музей Алтайского края.; Игры Русского музея (квестыпазлы).;19:00;2:00;г.Барнаул,ул.Советская,28 (пересечение ул.Советская-пл.Октября).;6
2. Государственный художественный музей Алтайского края.; Интерактивные программы Русского музея.;19:00;2:00;г.Барнаул,ул.Советская,28 (пересечение ул.Советская-пл.Октября).;6
2. Государственный художественный музей Алтайского края.; «Собери картину любимого музея» (пазлы Художественного музея).;19:00;2:00;г.Барнаул,ул.Советская,28 (пересечение ул.Советская-пл.Октября).;6
2. Государственный художественный музей Алтайского края.; Пешеходная экскурсия по ул.МалоТобольской от Старого базара до ул.М.Горького.;18:40;19:00;г.Барнаул,ул.Советская,28 (пересечение ул.Советская-пл.Октября).;6
2. Государственный художественный музей Алтайского края.; Квест-игра «Спрятано в музее».К Году культурного наследия народов России.;19:00;20:00;г.Барнаул,ул.Советская,28 (пересечение ул.Советская-пл.Октября).;6
2. Государственный художественный музей Алтайского края.; Квест-игра «Спрятано в музее».К Году культурного наследия народов России.;21:00;21:30;г.Барнаул,ул.Советская,28 (пересечение ул.Советская-пл.Октября).;6
2. Государственный художественный музей Алтайского края.; Квест-игра «Спрятано в музее».К Году культурного наследия народов России.;22:30;23:00;г.Барнаул,ул.Советская,28 (пересечение ул.Советская-пл.Октября).;6
2. Государственный художественный музей Алтайского края.; Торжественное открытие выставки «Секреты старинных книг» из фондов музея.;19:00;19:30;г.Барнаул,ул.Советская,28 (пересечение ул.Советская-пл.Октября).;6
2. Государственный художественный музей Алтайского края.; Народные гуляния на усадьбе «От Пасхи до Троицы».;19:00;19:30;г.Барнаул,ул.Советская,28 (пересечение ул.Советская-пл.Октября).;6
2. Государственный художественный музей Алтайского края.; Культурнопросветительская программа «Знакомство с древней книгой».;19:30;20:00;г.Барнаул,ул.Советская,28 (пересечение ул.Советская-пл.Октября).;6
2. Государственный художественный музей Алтайского края.; Лекция «По одежке встречают».К Году культурного наследия народов России.;20:00;21:00;г.Барнаул,ул.Советская,28 (пересечение ул.Советская-пл.Октября).;6
2. Государственный художественный музей Алтайского края.; Мультимедийная игравикторина «Рожденные в СССР».К 100летию СССР.;20:30;21:30;г.Барнаул,ул.Советская,28 (пересечение ул.Советская-пл.Октября).;6
2. Государственный художественный музей Алтайского края.; Экскурсия «Тайна одного особняка».;20:30;21:00;г.Барнаул,ул.Советская,28 (пересечение ул.Советская-пл.Октября).;6
2. Государственный художественный музей Алтайского края.; Лекция «Использование фотографии в живописи: pro и contra.Исторические прецеденты».;21:30;22:30;г.Барнаул,ул.Советская,28 (пересечение ул.Советская-пл.Октября).;6
2. Государственный художественный музей Алтайского края.; Экскурсия «Тайна одного особняка».;22:00;22:30;г.Барнаул,ул.Советская,28 (пересечение ул.Советская-пл.Октября).;6
2. Государственный художественный музей Алтайского края.; Лекция «Пиво в искусстве».К 100летию СССР.;23:00;24:00:00;г.Барнаул,ул.Советская,28 (пересечение ул.Советская-пл.Октября).;6
2. Государственный художественный музей Алтайского края.; Кураторская экскурсия по выставке «Притяжение города» Д.Октября.;23:00;24:00:00;г.Барнаул,ул.Советская,28 (пересечение ул.Советская-пл.Октября).;6
2. Государственный художественный музей Алтайского края.; Концерт «Прислушайся к живописи» гитаристов Романа Сопова и Анастасии Полецкой.;19:00;19:30;г.Барнаул,ул.Советская,28 (пересечение ул.Советская-пл.Октября).;6
2. Государственный художественный музей Алтайского края.; Виниловая прослушка от Антона Смолякова.;21:00;23:00;г.Барнаул,ул.Советская,28 (пересечение ул.Советская-пл.Октября).;6
2. Государственный художественный музей Алтайского края.; Музейный квартирник.К 100летию СССР.;0:00;2:00;г.Барнаул,ул.Советская,28 (пересечение ул.Советская-пл.Октября).;6
2. Государственный художественный музей Алтайского края.; «Я рожден в Советском Союзесделан я в СССР».;19:00;2:00;г.Барнаул,ул.Советская,28 (пересечение ул.Советская-пл.Октября).;6
2. Государственный художественный музей Алтайского края.; «Про любовь к прекрасному».;19:00;2:00;г.Барнаул,ул.Советская,28 (пересечение ул.Советская-пл.Октября).;6
3. Государственный музей истории литературы,искусства и культуры Алтая.; Открытие музейной программы «Ночь музеев2022 в ГМИЛИКА» с запуском на музейной усадьбе белых спортивных голубей: «Голубиный салют» от питомника отечественных пород голубей при Алтайском краевом детском экологическом центре .;19:00;19:20;г.Барнаул,ул.Л.Толстого,2 (пересечение ул.Л.Толстого и пр.Комсомольский).;6
3. Государственный музей истории литературы,искусства и культуры Алтая.; Театрализованный показ моделей «Традиции и современность» с вокальнохореографическими номерами образцовых коллективов Алтаяшколы моды «Светлана» (руководитель-С.Петрягина) и вокально-хореографической студии «Маленькая страна» (руководитель-Н.Селеверстова).;19:30;20:00;г.Барнаул,ул.Л.Толстого,2 (пересечение ул.Л.Толстого и пр.Комсомольский).;6
3. Государственный музей истории литературы,искусства и культуры Алтая.; Фестиваль полезных продуктов #GOODLAKT от АО «Барнаульский молочный комбинат»: Дегустационная площадкаигротека.;19:20;22:00;г.Барнаул,ул.Л.Толстого,2 (пересечение ул.Л.Толстого и пр.Комсомольский).;6
3. Государственный музей истории литературы,искусства и культуры Алтая.; 100 лет образования СССР: Радиотрансляция на музейной усадьбе «В эфиресоветские песни 19301980-хх годов».;19:20;22:00;г.Барнаул,ул.Л.Толстого,2 (пересечение ул.Л.Толстого и пр.Комсомольский).;6
3. Государственный музей истории литературы,искусства и культуры Алтая.; «Год культурного наследия народов России»: Хороводноигровая программа на музейной усадьбе «Русские вечерки» творческого объединения «Куклы Берегини»ведущаяМ.Гарагулина (проводится при условии хорошей погоды).;20:00;20:30;г.Барнаул,ул.Л.Толстого,2 (пересечение ул.Л.Толстого и пр.Комсомольский).;6
3. Государственный музей истории литературы,искусства и культуры Алтая.; 475 лет канонизации святых благоверных Петра и Февронии Муромских: Просветительная программа «Любовьживущая в веках».;20:00;20:50;г.Барнаул,ул.Л.Толстого,2 (пересечение ул.Л.Толстого и пр.Комсомольский).;6
3. Государственный музей истории литературы,искусства и культуры Алтая.; 77 лет Победы в Великой Отечественной войне 19411945 гг.: Просветительная программа «Музы не молчали.Из истории культуры Алтая в годы Великой Отечественной войны» (Московский Камерный театр А.ТаироваГ.СвиридовК.ПаустовскийВ.Шершеневич и др.);21:00;22:00;г.Барнаул,ул.Л.Толстого,2 (пересечение ул.Л.Толстого и пр.Комсомольский).;6
3. Государственный музей истории литературы,искусства и культуры Алтая.; «Год культурного наследия народов России»: Кинопоказ анимационных фильмов по мотивам алтайского фольклора «Небесный дар» (реж.Т.МукановаМендошева«Казахфильм»).;21:00;22:00;г.Барнаул,ул.Л.Толстого,2 (пересечение ул.Л.Толстого и пр.Комсомольский).;6
3. Государственный музей истории литературы,искусства и культуры Алтая.; 90 лет со дня рождения Р.И.Рождественского: Просветительная программа «Радиус действия.Жизнь и творчество советского поэта Р.И.Рождественского».;22:00;22:50;г.Барнаул,ул.Л.Толстого,2 (пересечение ул.Л.Толстого и пр.Комсомольский).;6
3. Государственный музей истории литературы,искусства и культуры Алтая.; 220 лет строительства Колыванской шлифовальной фабрики: Экскурсия «Колывань камнерезная».;22:00;22:50;г.Барнаул,ул.Л.Толстого,2 (пересечение ул.Л.Толстого и пр.Комсомольский).;6
3. Государственный музей истории литературы,искусства и культуры Алтая.; Интерактивная программа«Как рождается спектакль»  для школьников среднего возраста и семейной аудитории.;22:00;22:50;г.Барнаул,ул.Л.Толстого,2 (пересечение ул.Л.Толстого и пр.Комсомольский).;6
3. Государственный музей истории литературы,искусства и культуры Алтая.; «Год культурного наследия народов России»: Просветительная программа «Алтай.Напевы древних гор».;22:00;22:50;г.Барнаул,ул.Л.Толстого,2 (пересечение ул.Л.Толстого и пр.Комсомольский).;6
3. Государственный музей истории литературы,искусства и культуры Алтая.; Театральные чтения «Семейное чтение за круглым столом.Рассказы Надежды Тэффи для взрослых и детей».Ведущие мастера сцены Молодежного театра Алтая им.В.С.Золотухина: заслуженная артистка РФ Галина Чумакова и лауреат премии Алтайского края в области литературыискусстваархитектуры и народного творчества Любовь Хотиева.;22:00;22:50;г.Барнаул,ул.Л.Толстого,2 (пересечение ул.Л.Толстого и пр.Комсомольский).;6
3. Государственный музей истории литературы,искусства и культуры Алтая.; Экскурсияобзор «Вся жизньслужение театру.По страницам театральной истории Барнаула 1920-1980-х гг.»посвященная театральным юбилеям 2022 года.;23:00;23:50;г.Барнаул,ул.Л.Толстого,2 (пересечение ул.Л.Толстого и пр.Комсомольский).;6
3. Государственный музей истории литературы,искусства и культуры Алтая.; 835 лет создания и 220 лет первого печатного издания поэмы «Слово о полку Игореве»: Просветительная программа «Переводы «Слова о полку Игореве» и Алтай.Николай ЗаболоцкийГеннадий Панов».;23:00;23:50;г.Барнаул,ул.Л.Толстого,2 (пересечение ул.Л.Толстого и пр.Комсомольский).;6
3. Государственный музей истории литературы,искусства и культуры Алтая.; «Год культурного наследия народов России»: Документальный кинопоказ «Влюбленные в ремесло».Фильмы о народных мастерах Алтайского края Викторе РомановеАлександре МартыновеВикторе ЗамятинеТатьяне Козыревой,Александре Епифанцеве» («Алтайкиноцентр»,20122013).;23:00;0:30;г.Барнаул,ул.Л.Толстого,2 (пересечение ул.Л.Толстого и пр.Комсомольский).;6
3. Государственный музей истории литературы,искусства и культуры Алтая.; 77 лет Победы в Великой Отечественной войне 19411945 гг.: Просветительная;0:00;0:50;г.Барнаул,ул.Л.Толстого,2 (пересечение ул.Л.Толстого и пр.Комсомольский).;6
3. Государственный музей истории литературы,искусства и культуры Алтая.; 835 лет создания и 220 лет первого печатного издания поэмы «Слово о полку Игореве»: Экскурсия «Из истории русских рукописных и старопечатных книг».;0:00;0:50;г.Барнаул,ул.Л.Толстого,2 (пересечение ул.Л.Толстого и пр.Комсомольский).;6
3. Государственный музей истории литературы,искусства и культуры Алтая.; 100 лет члену Союза писателей СССРизвестному алтайскому писателю Л.И.Квину: Просветительная программа «Алтайский писатель Лев Квин».;1:00;1:45;г.Барнаул,ул.Л.Толстого,2 (пересечение ул.Л.Толстого и пр.Комсомольский).;6
3. Государственный музей истории литературы,искусства и культуры Алтая.; 85 лет образования Алтайского края: Экскурсия «Алтайвеличайшее имение в свете.Из истории культуры Алтайского горного округа XVIIIначала XX вв.».;1:00;1:45;г.Барнаул,ул.Л.Толстого,2 (пересечение ул.Л.Толстого и пр.Комсомольский).;6
